Primary_Level_Key,Employment_Level_1_Title,Employment_Level_2_Title,Secondary_Level_Key,Employment_Title,Employment_Code,Employment_Type,Employment_Code_0,Employment_Code_1
41-0000,Sales and related occupations,Other sales and related workers,41-9000,Sales engineers,41-9031,Line item,41,9031
41-0000,Sales and related occupations,Other sales and related workers,41-9000,Telemarketers,41-9041,Line item,41,9041
41-0000,Sales and related occupations,Other sales and related workers,41-9000,Miscellaneous sales and related workers,41-9090,Summary,41,9090
41-0000,Sales and related occupations,Other sales and related workers,41-9000,"Door-to-door sales workers, news and street vendors, and related workers",41-9091,Line item,41,9091
41-0000,Sales and related occupations,Other sales and related workers,41-9000,"Sales and related workers, all other",41-9099,Line item,41,9099
41-0000,Sales and related occupations,"Sales representatives, wholesale and manufacturing",41-4000,"Sales representatives, wholesale and manufacturing, technical and scientific products",41-4011,Line item,41,4011
41-0000,Sales and related occupations,"Sales representatives, wholesale and manufacturing",41-4000,"Sales representatives, wholesale and manufacturing, except technical and scientific products",41-4012,Line item,41,4012
41-0000,Sales and related occupations,"Sales representatives, services",41-3000,Advertising sales agents,41-3011,Line item,41,3011
41-0000,Sales and related occupations,"Sales representatives, services",41-3000,Insurance sales agents,41-3021,Line item,41,3021
41-0000,Sales and related occupations,"Sales representatives, services",41-3000,"Securities, commodities, and financial services sales agents",41-3031,Line item,41,3031
41-0000,Sales and related occupations,"Sales representatives, services",41-3000,Travel agents,41-3041,Line item,41,3041
41-0000,Sales and related occupations,"Sales representatives, services",41-3000,"Sales representatives of services, except advertising, insurance, financial services, and travel",41-3091,Line item,41,3091
19-0000,"Life, physical, and social science occupations",Social scientists and related workers,19-3000,Economists,19-3011,Line item,19,3011
19-0000,"Life, physical, and social science occupations",Social scientists and related workers,19-3000,Survey researchers,19-3022,Line item,19,3022
19-0000,"Life, physical, and social science occupations",Social scientists and related workers,19-3000,Psychologists,19-3030,Summary,19,3030
19-0000,"Life, physical, and social science occupations",Social scientists and related workers,19-3000,"Clinical, counseling, and school psychologists",19-3031,Line item,19,3031
19-0000,"Life, physical, and social science occupations",Social scientists and related workers,19-3000,Industrial-organizational psychologists,19-3032,Line item,19,3032
19-0000,"Life, physical, and social science occupations",Social scientists and related workers,19-3000,"Psychologists, all other",19-3039,Line item,19,3039
19-0000,"Life, physical, and social science occupations",Social scientists and related workers,19-3000,Sociologists,19-3041,Line item,19,3041
19-0000,"Life, physical, and social science occupations",Social scientists and related workers,19-3000,Urban and regional planners,19-3051,Line item,19,3051
19-0000,"Life, physical, and social science occupations",Social scientists and related workers,19-3000,Miscellaneous social scientists and related workers,19-3090,Summary,19,3090
19-0000,"Life, physical, and social science occupations",Social scientists and related workers,19-3000,Anthropologists and archeologists,19-3091,Line item,19,3091
19-0000,"Life, physical, and social science occupations",Social scientists and related workers,19-3000,Geographers,19-3092,Line item,19,3092
19-0000,"Life, physical, and social science occupations",Social scientists and related workers,19-3000,Historians,19-3093,Line item,19,3093
19-0000,"Life, physical, and social science occupations",Social scientists and related workers,19-3000,Political scientists,19-3094,Line item,19,3094
19-0000,"Life, physical, and social science occupations",Social scientists and related workers,19-3000,"Social scientists and related workers, all other",19-3099,Line item,19,3099
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,Agricultural and food scientists,19-1010,Summary,19,1010
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,Animal scientists,19-1011,Line item,19,1011
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,Food scientists and technologists,19-1012,Line item,19,1012
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,Soil and plant scientists,19-1013,Line item,19,1013
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,Biological scientists,19-1020,Summary,19,1020
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,Biochemists and biophysicists,19-1021,Line item,19,1021
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,Microbiologists,19-1022,Line item,19,1022
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,Zoologists and wildlife biologists,19-1023,Line item,19,1023
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,"Biological scientists, all other",19-1029,Line item,19,1029
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,Conservation scientists and foresters,19-1030,Summary,19,1030
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,Conservation scientists,19-1031,Line item,19,1031
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,Foresters,19-1032,Line item,19,1032
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,Medical scientists,19-1040,Summary,19,1040
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,Epidemiologists,19-1041,Line item,19,1041
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,"Medical scientists, except epidemiologists",19-1042,Line item,19,1042
19-0000,"Life, physical, and social science occupations",Life scientists,19-1000,"Life scientists, all other",19-1099,Line item,19,1099
19-0000,"Life, physical, and social science occupations",Physical scientists,19-2000,Astronomers and physicists,19-2010,Summary,19,2010
19-0000,"Life, physical, and social science occupations",Physical scientists,19-2000,Astronomers,19-2011,Line item,19,2011
19-0000,"Life, physical, and social science occupations",Physical scientists,19-2000,Physicists,19-2012,Line item,19,2012
19-0000,"Life, physical, and social science occupations",Physical scientists,19-2000,Atmospheric and space scientists,19-2021,Line item,19,2021
19-0000,"Life, physical, and social science occupations",Physical scientists,19-2000,Chemists and materials scientists,19-2030,Summary,19,2030
19-0000,"Life, physical, and social science occupations",Physical scientists,19-2000,Chemists,19-2031,Line item,19,2031
19-0000,"Life, physical, and social science occupations",Physical scientists,19-2000,Materials scientists,19-2032,Line item,19,2032
19-0000,"Life, physical, and social science occupations",Physical scientists,19-2000,Environmental scientists and geoscientists,19-2040,Summary,19,2040
19-0000,"Life, physical, and social science occupations",Physical scientists,19-2000,"Environmental scientists and specialists, including health",19-2041,Line item,19,2041
19-0000,"Life, physical, and social science occupations",Physical scientists,19-2000,"Geoscientists, except hydrologists and geographers",19-2042,Line item,19,2042
19-0000,"Life, physical, and social science occupations",Physical scientists,19-2000,Hydrologists,19-2043,Line item,19,2043
19-0000,"Life, physical, and social science occupations",Physical scientists,19-2000,"Physical scientists, all other",19-2099,Line item,19,2099
19-0000,"Life, physical, and social science occupations",Occupational health and safety specialists and technicians,19-5000,Occupational health and safety specialists,19-5011,Line item,19,5011
19-0000,"Life, physical, and social science occupations",Occupational health and safety specialists and technicians,19-5000,Occupational health and safety technicians,19-5012,Line item,19,5012
19-0000,"Life, physical, and social science occupations","Life, physical, and social science technicians",19-4000,Agricultural and food science technicians,19-4010,Line item,19,4010
19-0000,"Life, physical, and social science occupations","Life, physical, and social science technicians",19-4000,Biological technicians,19-4021,Line item,19,4021
19-0000,"Life, physical, and social science occupations","Life, physical, and social science technicians",19-4000,Chemical technicians,19-4031,Line item,19,4031
19-0000,"Life, physical, and social science occupations","Life, physical, and social science technicians",19-4000,Environmental science and geoscience technicians,19-4040,Summary,19,4040
19-0000,"Life, physical, and social science occupations","Life, physical, and social science technicians",19-4000,"Environmental science and protection technicians, including health",19-4042,Line item,19,4042
19-0000,"Life, physical, and social science occupations","Life, physical, and social science technicians",19-4000,Geological and hydrologic technicians,19-4045,Line item,19,4045
19-0000,"Life, physical, and social science occupations","Life, physical, and social science technicians",19-4000,Nuclear technicians,19-4051,Line item,19,4051
19-0000,"Life, physical, and social science occupations","Life, physical, and social science technicians",19-4000,Social science research assistants,19-4061,Line item,19,4061
19-0000,"Life, physical, and social science occupations","Life, physical, and social science technicians",19-4000,Forest and conservation technicians,19-4071,Line item,19,4071
19-0000,"Life, physical, and social science occupations","Life, physical, and social science technicians",19-4000,"Miscellaneous life, physical, and social science technicians",19-4090,Summary,19,4090
19-0000,"Life, physical, and social science occupations","Life, physical, and social science technicians",19-4000,Forensic science technicians,19-4092,Line item,19,4092
19-0000,"Life, physical, and social science occupations","Life, physical, and social science technicians",19-4000,"Life, physical, and social science technicians, all other",19-4099,Line item,19,4099
53-0000,Transportation and material moving occupations,Water transportation workers,53-5000,Sailors and marine oilers,53-5011,Line item,53,5011
53-0000,Transportation and material moving occupations,Water transportation workers,53-5000,Ship and boat captains and operators,53-5020,Summary,53,5020
53-0000,Transportation and material moving occupations,Water transportation workers,53-5000,"Captains, mates, and pilots of water vessels",53-5021,Line item,53,5021
53-0000,Transportation and material moving occupations,Water transportation workers,53-5000,Motorboat operators,53-5022,Line item,53,5022
53-0000,Transportation and material moving occupations,Water transportation workers,53-5000,Ship engineers,53-5031,Line item,53,5031
53-0000,Transportation and material moving occupations,Rail transportation workers,53-4000,Locomotive engineers and operators,53-4010,Summary,53,4010
53-0000,Transportation and material moving occupations,Rail transportation workers,53-4000,Locomotive engineers,53-4011,Line item,53,4011
53-0000,Transportation and material moving occupations,Rail transportation workers,53-4000,"Rail yard engineers, dinkey operators, and hostlers",53-4013,Line item,53,4013
53-0000,Transportation and material moving occupations,Rail transportation workers,53-4000,"Railroad brake, signal, and switch operators and locomotive firers",53-4022,Line item,53,4022
53-0000,Transportation and material moving occupations,Rail transportation workers,53-4000,Railroad conductors and yardmasters,53-4031,Line item,53,4031
53-0000,Transportation and material moving occupations,Rail transportation workers,53-4000,Subway and streetcar operators,53-4041,Line item,53,4041
53-0000,Transportation and material moving occupations,Rail transportation workers,53-4000,"Rail transportation workers, all other",53-4099,Line item,53,4099
53-0000,Transportation and material moving occupations,Supervisors of transportation and material moving workers,53-1000,Aircraft cargo handling supervisors,53-1041,Line item,53,1041
53-0000,Transportation and material moving occupations,Supervisors of transportation and material moving workers,53-1000,"First-line supervisors of transportation and material-moving workers, except aircraft cargo handling supervisors",53-1047,Line item,53,1047
53-0000,Transportation and material moving occupations,Other transportation workers,53-6000,Bridge and lock tenders,53-6011,Line item,53,6011
53-0000,Transportation and material moving occupations,Other transportation workers,53-6000,Parking attendants,53-6021,Line item,53,6021
53-0000,Transportation and material moving occupations,Other transportation workers,53-6000,Automotive and watercraft service attendants,53-6031,Line item,53,6031
53-0000,Transportation and material moving occupations,Other transportation workers,53-6000,Traffic technicians,53-6041,Line item,53,6041
53-0000,Transportation and material moving occupations,Other transportation workers,53-6000,Transportation inspectors,53-6051,Line item,53,6051
53-0000,Transportation and material moving occupations,Other transportation workers,53-6000,Passenger attendants,53-6061,Line item,53,6061
53-0000,Transportation and material moving occupations,Other transportation workers,53-6000,"Aircraft service attendants and transportation workers, all other",53-6098,Line item,53,6098
53-0000,Transportation and material moving occupations,Air transportation workers,53-2000,Aircraft pilots and flight engineers,53-2010,Summary,53,2010
53-0000,Transportation and material moving occupations,Air transportation workers,53-2000,"Airline pilots, copilots, and flight engineers",53-2011,Line item,53,2011
53-0000,Transportation and material moving occupations,Air transportation workers,53-2000,Commercial pilots,53-2012,Line item,53,2012
53-0000,Transportation and material moving occupations,Air transportation workers,53-2000,Air traffic controllers and airfield operations specialists,53-2020,Summary,53,2020
53-0000,Transportation and material moving occupations,Air transportation workers,53-2000,Air traffic controllers,53-2021,Line item,53,2021
53-0000,Transportation and material moving occupations,Air transportation workers,53-2000,Airfield operations specialists,53-2022,Line item,53,2022
53-0000,Transportation and material moving occupations,Air transportation workers,53-2000,Flight attendants,53-2031,Line item,53,2031
53-0000,Transportation and material moving occupations,Motor vehicle operators,53-3000,"Ambulance drivers and attendants, except emergency medical technicians",53-3011,Line item,53,3011
53-0000,Transportation and material moving occupations,Motor vehicle operators,53-3000,Driver/sales workers and truck drivers,53-3030,Summary,53,3030
53-0000,Transportation and material moving occupations,Motor vehicle operators,53-3000,Driver/sales workers,53-3031,Line item,53,3031
53-0000,Transportation and material moving occupations,Motor vehicle operators,53-3000,Heavy and tractor-trailer truck drivers,53-3032,Line item,53,3032
53-0000,Transportation and material moving occupations,Motor vehicle operators,53-3000,Light truck drivers,53-3033,Line item,53,3033
53-0000,Transportation and material moving occupations,Motor vehicle operators,53-3000,Passenger vehicle drivers,53-3050,Summary,53,3050
53-0000,Transportation and material moving occupations,Motor vehicle operators,53-3000,"Bus drivers, transit and intercity",53-3052,Line item,53,3052
53-0000,Transportation and material moving occupations,Motor vehicle operators,53-3000,"Passenger vehicle drivers, except bus drivers, transit and intercity",53-3058,Line item,53,3058
53-0000,Transportation and material moving occupations,Motor vehicle operators,53-3000,"Motor vehicle operators, all other",53-3099,Line item,53,3099
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,Conveyor operators and tenders,53-7011,Line item,53,7011
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,Crane and tower operators,53-7021,Line item,53,7021
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,Dredge operators,53-7031,Line item,53,7031
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,Hoist and winch operators,53-7041,Line item,53,7041
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,Industrial truck and tractor operators,53-7051,Line item,53,7051
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,Laborers and material movers,53-7060,Summary,53,7060
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,Cleaners of vehicles and equipment,53-7061,Line item,53,7061
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,"Laborers and freight, stock, and material movers, hand",53-7062,Line item,53,7062
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,Machine feeders and offbearers,53-7063,Line item,53,7063
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,"Packers and packagers, hand",53-7064,Line item,53,7064
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,Stockers and order fillers,53-7065,Line item,53,7065
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,Pumping station operators,53-7070,Summary,53,7070
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,Gas compressor and gas pumping station operators,53-7071,Line item,53,7071
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,"Pump operators, except wellhead pumpers",53-7072,Line item,53,7072
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,Wellhead pumpers,53-7073,Line item,53,7073
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,Refuse and recyclable material collectors,53-7081,Line item,53,7081
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,"Tank car, truck, and ship loaders",53-7121,Line item,53,7121
53-0000,Transportation and material moving occupations,Material moving workers,53-7000,"Material moving workers, all other",53-7199,Line item,53,7199
15-0000,Computer and mathematical occupations,Mathematical science occupations,15-2000,Actuaries,15-2011,Line item,15,2011
15-0000,Computer and mathematical occupations,Mathematical science occupations,15-2000,Mathematicians,15-2021,Line item,15,2021
15-0000,Computer and mathematical occupations,Mathematical science occupations,15-2000,Operations research analysts,15-2031,Line item,15,2031
15-0000,Computer and mathematical occupations,Mathematical science occupations,15-2000,Statisticians,15-2041,Line item,15,2041
15-0000,Computer and mathematical occupations,Mathematical science occupations,15-2000,"Data scientists and mathematical science occupations, all other",15-2098,Line item,15,2098
37-0000,Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,37-3000,Landscaping and groundskeeping workers,37-3011,Line item,37,3011
37-0000,Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,37-3000,"Pesticide handlers, sprayers, and applicators, vegetation",37-3012,Line item,37,3012
37-0000,Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,37-3000,Tree trimmers and pruners,37-3013,Line item,37,3013
37-0000,Building and grounds cleaning and maintenance occupations,Grounds maintenance workers,37-3000,"Grounds maintenance workers, all other",37-3019,Line item,37,3019
37-0000,Building and grounds cleaning and maintenance occupations,Supervisors of building and grounds cleaning and maintenance workers,37-1000,First-line supervisors of housekeeping and janitorial workers,37-1011,Line item,37,1011
37-0000,Building and grounds cleaning and maintenance occupations,Supervisors of building and grounds cleaning and maintenance workers,37-1000,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",37-1012,Line item,37,1012
37-0000,Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,37-2000,Building cleaning workers,37-2010,Summary,37,2010
37-0000,Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,37-2000,"Janitors and cleaners, except maids and housekeeping cleaners",37-2011,Line item,37,2011
37-0000,Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,37-2000,Maids and housekeeping cleaners,37-2012,Line item,37,2012
37-0000,Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,37-2000,"Building cleaning workers, all other",37-2019,Line item,37,2019
37-0000,Building and grounds cleaning and maintenance occupations,Building cleaning and pest control workers,37-2000,Pest control workers,37-2021,Line item,37,2021
35-0000,Food preparation and serving related occupations,Cooks and food preparation workers,35-2000,Cooks,35-2010,Summary,35,2010
35-0000,Food preparation and serving related occupations,Cooks and food preparation workers,35-2000,"Cooks, fast food",35-2011,Line item,35,2011
35-0000,Food preparation and serving related occupations,Cooks and food preparation workers,35-2000,"Cooks, institution and cafeteria",35-2012,Line item,35,2012
35-0000,Food preparation and serving related occupations,Cooks and food preparation workers,35-2000,"Cooks, private household",35-2013,Line item,35,2013
35-0000,Food preparation and serving related occupations,Cooks and food preparation workers,35-2000,"Cooks, restaurant",35-2014,Line item,35,2014
35-0000,Food preparation and serving related occupations,Cooks and food preparation workers,35-2000,"Cooks, short order",35-2015,Line item,35,2015
35-0000,Food preparation and serving related occupations,Cooks and food preparation workers,35-2000,"Cooks, all other",35-2019,Line item,35,2019
35-0000,Food preparation and serving related occupations,Cooks and food preparation workers,35-2000,Food preparation workers,35-2021,Line item,35,2021
35-0000,Food preparation and serving related occupations,Food and beverage serving workers,35-3000,Bartenders,35-3011,Line item,35,3011
35-0000,Food preparation and serving related occupations,Food and beverage serving workers,35-3000,Fast food and counter workers,35-3023,Line item,35,3023
35-0000,Food preparation and serving related occupations,Food and beverage serving workers,35-3000,Waiters and waitresses,35-3031,Line item,35,3031
35-0000,Food preparation and serving related occupations,Food and beverage serving workers,35-3000,"Food servers, nonrestaurant",35-3041,Line item,35,3041
35-0000,Food preparation and serving related occupations,Other food preparation and serving related workers,35-9000,Dining room and cafeteria attendants and bartender helpers,35-9011,Line item,35,9011
35-0000,Food preparation and serving related occupations,Other food preparation and serving related workers,35-9000,Dishwashers,35-9021,Line item,35,9021
35-0000,Food preparation and serving related occupations,Other food preparation and serving related workers,35-9000,"Hosts and hostesses, restaurant, lounge, and coffee shop",35-9031,Line item,35,9031
35-0000,Food preparation and serving related occupations,Other food preparation and serving related workers,35-9000,"Food preparation and serving related workers, all other",35-9099,Line item,35,9099
35-0000,Food preparation and serving related occupations,Supervisors of food preparation and serving workers,35-1000,Chefs and head cooks,35-1011,Line item,35,1011
35-0000,Food preparation and serving related occupations,Supervisors of food preparation and serving workers,35-1000,First-line supervisors of food preparation and serving workers,35-1012,Line item,35,1012
39-0000,Personal care and service occupations,"Baggage porters, bellhops, and concierges",39-6000,Baggage porters and bellhops,39-6011,Line item,39,6011
39-0000,Personal care and service occupations,"Baggage porters, bellhops, and concierges",39-6000,Concierges,39-6012,Line item,39,6012
39-0000,Personal care and service occupations,Animal care and service workers,39-2000,Animal trainers,39-2011,Line item,39,2011
39-0000,Personal care and service occupations,Animal care and service workers,39-2000,Animal caretakers,39-2021,Line item,39,2021
39-0000,Personal care and service occupations,Tour and travel guides,39-7000,Tour and travel guides,39-7000,Summary,39,7000
39-0000,Personal care and service occupations,Tour and travel guides,39-7000,Tour and travel guides,39-7010,Line item,39,7010
39-0000,Personal care and service occupations,Tour and travel guides,39-7000,Childcare workers,39-9011,Line item,39,9011
39-0000,Personal care and service occupations,Tour and travel guides,39-7000,Recreation and fitness workers,39-9030,Summary,39,9030
39-0000,Personal care and service occupations,Tour and travel guides,39-7000,Exercise trainers and group fitness instructors,39-9031,Line item,39,9031
39-0000,Personal care and service occupations,Tour and travel guides,39-7000,Recreation workers,39-9032,Line item,39,9032
39-0000,Personal care and service occupations,Tour and travel guides,39-7000,Residential advisors,39-9041,Line item,39,9041
39-0000,Personal care and service occupations,Tour and travel guides,39-7000,"Crematory operators and personal care and service workers, all other",39-9098,Line item,39,9098
39-0000,Personal care and service occupations,Personal appearance workers,39-5000,"Barbers, hairdressers, hairstylists and cosmetologists",39-5010,Summary,39,5010
39-0000,Personal care and service occupations,Personal appearance workers,39-5000,Barbers,39-5011,Line item,39,5011
39-0000,Personal care and service occupations,Personal appearance workers,39-5000,"Hairdressers, hairstylists, and cosmetologists",39-5012,Line item,39,5012
39-0000,Personal care and service occupations,Personal appearance workers,39-5000,Miscellaneous personal appearance workers,39-5090,Summary,39,5090
39-0000,Personal care and service occupations,Personal appearance workers,39-5000,"Makeup artists, theatrical and performance",39-5091,Line item,39,5091
39-0000,Personal care and service occupations,Personal appearance workers,39-5000,Manicurists and pedicurists,39-5092,Line item,39,5092
39-0000,Personal care and service occupations,Personal appearance workers,39-5000,Shampooers,39-5093,Line item,39,5093
39-0000,Personal care and service occupations,Personal appearance workers,39-5000,Skincare specialists,39-5094,Line item,39,5094
39-0000,Personal care and service occupations,Entertainment attendants and related workers,39-3000,Gambling services workers,39-3010,Summary,39,3010
39-0000,Personal care and service occupations,Entertainment attendants and related workers,39-3000,Gambling dealers,39-3011,Line item,39,3011
39-0000,Personal care and service occupations,Entertainment attendants and related workers,39-3000,Gambling and sports book writers and runners,39-3012,Line item,39,3012
39-0000,Personal care and service occupations,Entertainment attendants and related workers,39-3000,"Gambling service workers, all other",39-3019,Line item,39,3019
39-0000,Personal care and service occupations,Entertainment attendants and related workers,39-3000,Motion picture projectionists,39-3021,Line item,39,3021
39-0000,Personal care and service occupations,Entertainment attendants and related workers,39-3000,"Ushers, lobby attendants, and ticket takers",39-3031,Line item,39,3031
39-0000,Personal care and service occupations,Entertainment attendants and related workers,39-3000,Miscellaneous entertainment attendants and related workers,39-3090,Summary,39,3090
39-0000,Personal care and service occupations,Entertainment attendants and related workers,39-3000,Amusement and recreation attendants,39-3091,Line item,39,3091
39-0000,Personal care and service occupations,Entertainment attendants and related workers,39-3000,Costume attendants,39-3092,Line item,39,3092
39-0000,Personal care and service occupations,Entertainment attendants and related workers,39-3000,"Locker room, coatroom, and dressing room attendants",39-3093,Line item,39,3093
39-0000,Personal care and service occupations,Entertainment attendants and related workers,39-3000,"Entertainment attendants and related workers, all other",39-3099,Line item,39,3099
39-0000,Personal care and service occupations,Entertainment attendants and related workers,39-3000,Embalmers,39-4011,Line item,39,4011
39-0000,Personal care and service occupations,Entertainment attendants and related workers,39-3000,Funeral attendants,39-4021,Line item,39,4021
39-0000,Personal care and service occupations,Entertainment attendants and related workers,39-3000,"Morticians, undertakers, and funeral arrangers",39-4031,Line item,39,4031
39-0000,Personal care and service occupations,Supervisors of personal care and service workers,39-1000,First-line supervisors of gambling services workers,39-1013,Line item,39,1013
39-0000,Personal care and service occupations,Supervisors of personal care and service workers,39-1000,"First-line supervisors of personal service and entertainment and recreation workers, except gambling services",39-1098,Line item,39,1098
51-0000,Production occupations,Other production occupations,51-9000,"Chemical processing machine setters, operators, and tenders",51-9010,Summary,51,9010
51-0000,Production occupations,Other production occupations,51-9000,Chemical equipment operators and tenders,51-9011,Line item,51,9011
51-0000,Production occupations,Other production occupations,51-9000,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",51-9012,Line item,51,9012
51-0000,Production occupations,Other production occupations,51-9000,"Crushing, grinding, polishing, mixing, and blending workers",51-9020,Summary,51,9020
51-0000,Production occupations,Other production occupations,51-9000,"Crushing, grinding, and polishing machine setters, operators, and tenders",51-9021,Line item,51,9021
51-0000,Production occupations,Other production occupations,51-9000,"Grinding and polishing workers, hand",51-9022,Line item,51,9022
51-0000,Production occupations,Other production occupations,51-9000,"Mixing and blending machine setters, operators, and tenders",51-9023,Line item,51,9023
51-0000,Production occupations,Other production occupations,51-9000,Cutting workers,51-9030,Summary,51,9030
51-0000,Production occupations,Other production occupations,51-9000,"Cutters and trimmers, hand",51-9031,Line item,51,9031
51-0000,Production occupations,Other production occupations,51-9000,"Cutting and slicing machine setters, operators, and tenders",51-9032,Line item,51,9032
51-0000,Production occupations,Other production occupations,51-9000,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",51-9041,Line item,51,9041
51-0000,Production occupations,Other production occupations,51-9000,"Furnace, kiln, oven, drier, and kettle operators and tenders",51-9051,Line item,51,9051
51-0000,Production occupations,Other production occupations,51-9000,"Inspectors, testers, sorters, samplers, and weighers",51-9061,Line item,51,9061
51-0000,Production occupations,Other production occupations,51-9000,Jewelers and precious stone and metal workers,51-9071,Line item,51,9071
51-0000,Production occupations,Other production occupations,51-9000,Dental and ophthalmic laboratory technicians and medical appliance technicians,51-9080,Summary,51,9080
51-0000,Production occupations,Other production occupations,51-9000,Dental laboratory technicians,51-9081,Line item,51,9081
51-0000,Production occupations,Other production occupations,51-9000,Medical appliance technicians,51-9082,Line item,51,9082
51-0000,Production occupations,Other production occupations,51-9000,Ophthalmic laboratory technicians,51-9083,Line item,51,9083
51-0000,Production occupations,Other production occupations,51-9000,Packaging and filling machine operators and tenders,51-9111,Line item,51,9111
51-0000,Production occupations,Other production occupations,51-9000,Painting workers,51-9120,Summary,51,9120
51-0000,Production occupations,Other production occupations,51-9000,"Painting, coating, and decorating workers",51-9123,Line item,51,9123
51-0000,Production occupations,Other production occupations,51-9000,"Coating, painting, and spraying machine setters, operators, and tenders",51-9124,Line item,51,9124
51-0000,Production occupations,Other production occupations,51-9000,Semiconductor processing technicians,51-9141,Line item,51,9141
51-0000,Production occupations,Other production occupations,51-9000,Photographic process workers and processing machine operators,51-9151,Line item,51,9151
51-0000,Production occupations,Other production occupations,51-9000,Computer numerically controlled tool operators and programmers,51-9160,Summary,51,9160
51-0000,Production occupations,Other production occupations,51-9000,Computer numerically controlled tool operators,51-9161,Line item,51,9161
51-0000,Production occupations,Other production occupations,51-9000,Computer numerically controlled tool programmers,51-9162,Line item,51,9162
51-0000,Production occupations,Other production occupations,51-9000,Miscellaneous production workers,51-9190,Summary,51,9190
51-0000,Production occupations,Other production occupations,51-9000,Adhesive bonding machine operators and tenders,51-9191,Line item,51,9191
51-0000,Production occupations,Other production occupations,51-9000,"Cleaning, washing, and metal pickling equipment operators and tenders",51-9192,Line item,51,9192
51-0000,Production occupations,Other production occupations,51-9000,Cooling and freezing equipment operators and tenders,51-9193,Line item,51,9193
51-0000,Production occupations,Other production occupations,51-9000,Etchers and engravers,51-9194,Line item,51,9194
51-0000,Production occupations,Other production occupations,51-9000,"Molders, shapers, and casters, except metal and plastic",51-9195,Line item,51,9195
51-0000,Production occupations,Other production occupations,51-9000,"Paper goods machine setters, operators, and tenders",51-9196,Line item,51,9196
51-0000,Production occupations,Other production occupations,51-9000,Tire builders,51-9197,Line item,51,9197
51-0000,Production occupations,Other production occupations,51-9000,Helpers--production workers,51-9198,Line item,51,9198
51-0000,Production occupations,Other production occupations,51-9000,"Production workers, all other",51-9199,Line item,51,9199
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Forming machine setters, operators, and tenders, metal and plastic",51-4020,Summary,51,4020
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",51-4021,Line item,51,4021
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Forging machine setters, operators, and tenders, metal and plastic",51-4022,Line item,51,4022
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Rolling machine setters, operators, and tenders, metal and plastic",51-4023,Line item,51,4023
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Machine tool cutting setters, operators, and tenders, metal and plastic",51-4030,Summary,51,4030
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51-4031,Line item,51,4031
51-0000,Production occupations,Metal workers and plastic workers,51-4000,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",51-4032,Line item,51,4032
